股票代號,公司名稱
/035315,佳世達元大0C購03
/035316,金像電元大0B購03
/035317,超豐元大0B購01
/035318,京元電元大0B購04
/035319,聯發科元大0C購11
/035320,聯發科元大11購05
/035321,聯發科元大11購06
/035322,萬海元大0B購10
/035323,萬海元大0B購11
/035324,萬海元大0C購08
/035325,富邦金元大0B購06
/035326,國泰金元大0B購05
/035327,聯詠元大0B購03
/035328,聯詠元大0B購04
/035329,聯詠元大12購02
/035330,欣興元大0B購03
/035331,台表科元大0B購02
/035332,台表科元大0B購03
/035333,上証2X元富0B購01
/035334,臺指反元富11購01
/035335,聯電元富0B購02
/035336,聯電元富0B購03
/035337,鴻海元富12購15
/035338,鴻海元富12購16
/035339,國巨元富12購12
/035340,國巨元富12購13
/035341,台積電元富12購21
/035342,台積電元富12購22
/035343,富邦金元富12購08
/035344,富邦金元富12購09
/035345,玉晶光元富12購04
/035346,群創元富0B購09
/035347,群創元富0B購10
/035348,南電元富0B購01
/035349,新纖國泰11購01
/035350,台玻國泰11購01
/035351,榮運國泰11購01
/035352,臻鼎國泰11購01
/035353,泰豐中信0B購01
/035354,萬海中信13購01
/035355,聯電兆豐0C購03
/035356,國巨兆豐11購01
/035357,台積電兆豐0B購04
/035358,大立光兆豐0B購01
/035359,大立光兆豐0C購01
/035360,欣興兆豐0C購02
/035361,臻鼎兆豐0C購01
/035362,中鋼統一0B購07
/035363,中鋼統一0B購08
/035364,中鋼統一0B購09
/035365,中鋼統一0B購10
/035366,萬海統一11購05
/035367,台灣50凱基0C購10
/035368,T50反1凱基13購04
/035369,臺指反凱基13購03
/035370,臺指反凱基13購04
/035371,南亞凱基0B購02
/035372,中石化凱基0B購02
/035373,南紡凱基0B購02
/035374,東鋼凱基0C購02
/035375,泰豐凱基0B購02
/035376,廣宇凱基0B購03
/035377,華邦電凱基0B購05
/035378,南亞科凱基0B購03
/035379,裕民凱基0B購02
/035380,萬海凱基0B購05
/035381,國泰金凱基0B購06
/035382,嘉澤凱基0B購01
/035383,大銀凱基0B購01
/035384,和碩凱基0B購01
/035385,台郡凱基0C購01
/035386,台聚永豐0B購02
/035387,台達化永豐0B購01
/035388,聯成永豐0B購02
/035389,中石化永豐0B購02
/035390,儒鴻永豐0B購02
/035391,聚陽永豐0B購01
/035392,正隆永豐0B購01
/035393,榮成永豐0B購01
/035394,泰豐永豐0B購01
/035395,萬海永豐0B購04
/035396,奇鋐永豐0B購01
/035397,玉晶光永豐0B購05
/035398,大銀永豐0B購01
/035399,寶成永豐0B購01
/035400,儒鴻元富0C購03
/035401,儒鴻元富0C購04
/035402,華邦電元富0C購04
/035403,宏碁元富13購01
/035404,開發金元富13購01
/035405,玉晶光元富13購02
/035406,帆宣元富13購01
/035407,台表科元富0C購01
/035408,友達康和0C購01
/035409,群創康和0C購01
/035410,富邦金麥證0B購03
/035411,國泰金麥證0B購02
/035412,台塑元大0B購01
/035413,華夏元大0B購03
/035414,南紡元大0B購05
/035415,大亞元大0B購06
/035416,大亞元大0B購07
/035417,東鋼元大0B購04
/035418,東鋼元大0B購05
/035419,大成鋼元大0B購14
/035420,新光鋼元大0B購06
/035421,新光鋼元大0C購03
/035422,聯電元大0B購05
/035423,聯電元大11購03
/035424,國巨元大0C購11
/035425,國巨元大11購04
/035426,京元電元大11購02
/035427,聯發科元大0C購12
/035428,聯發科元大11購07
/035429,中工元大0B購01
/035430,萬海元大0C購09
/035431,萬海元大13購01
/035432,富邦金元大11購04
/035433,聯詠元大0B購05
/035434,聯詠元大0B購06
/035435,欣興元大0B購04
/035436,欣興元大0C購02
/035437,創意元大0B購02
/035438,群創元大0B購14
/035439,群創元大0B購15
/035440,群創元大11購02
/035441,寶成元大0B購02
/035442,臺股指元大0C購29
/035443,臺股指元大0C購30
/035444,臺股指元大0C購31
/035445,台泥國票0C購02
/035446,華新國票0C購02
/035447,聯電國票0B購05
/035448,聯電國票11購02
/035449,廣宇國票0C購01
/035450,順德國票0C購01
/035451,金像電國票0C購01
/035452,微星國票0C購02
/035453,聯發科國票0B購09
/035454,聯發科國票0C購08
/035455,聯發科國票11購05
/035456,華新科國票0C購02
/035457,萬海國票11購03
/035458,富邦金國票0B購04
/035459,富邦金國票0B購05
/035460,富邦金國票0C購02
/035461,奇鋐國票0C購01
/035462,欣興國票0C購04
/035463,景碩國票0C購01
/035464,玉晶光國票0B購03
/035465,玉晶光國票0B購04
/035466,創意國票0C購01
/035467,健策國票0C購02
/035468,貿聯國票0C購01
/035469,日月光國票0C購02
/035470,台表科國票0C購02
/035471,緯穎國票0C購03
/035472,台灣50富邦0B購02
/035473,T50反1富邦0C購01
/035474,儒鴻富邦0C購01
/035475,國泰金富邦13購02
/035476,大立光富邦13購03
/035477,T50反1群益11購01
/035478,元油反群益0B購01
/035479,聚陽群益0C購02
/035480,榮成群益0B購01
/035481,台積電群益0B購10
/035482,凌陽群益0B購02
/035483,萬海群益13購01
/035484,萬海群益13購02
/035485,萬海群益13購03
/035486,富邦金群益11購04
/035487,國泰金群益0C購01
/035488,新光金群益0C購02
/035489,群創群益0C購08
/035490,臺股指群益0B購08
/035491,臺股指群益0B購09
/035492,國巨國泰12購01
/035493,旺宏國泰13購01
/035494,金像電國泰12購01
/035495,友達國泰12購01
/035496,聯發科國泰12購01
/035497,聯發科國泰14購01
/035498,富邦金國泰12購01
/035499,欣興國泰13購01
/035500,玉晶光國泰12購01
/035501,大成鋼凱基0B購08
/035502,聯電凱基0B購05
/035503,鴻海凱基12購03
/035504,聯發科凱基0B購09
/035505,宏達電凱基0B購02
/035506,王品凱基0B購01
/035507,富邦金凱基0C購01
/035508,台灣50中信0B購03
/035509,滬深2X中信0C購01
/035510,永豐金中信0B購01
/035511,玉晶光中信0B購01
/035512,華夏永豐0B購01
/035513,正新永豐0B購01
/035514,燿華永豐0B購01
/035515,金像電永豐0B購01
/035516,凌陽永豐0B購02
/035517,超豐永豐0B購01
/035518,華晶科永豐0B購01
/035519,玉晶光永豐0B購06
/035520,愛普永豐0B購03
/035521,滬深2X群益0B購02
/035522,國喬群益0B購02
/035523,中石化群益0C購02
/035524,儒鴻群益0B購01
/035525,中鋼群益0C購08
/035526,為升群益0B購01
/035527,聯電群益0C購03
/035528,華通群益0C購01
/035529,宏達電群益0C購05
/035530,亞光群益0B購02
/035531,臻鼎群益0C購03
/035532,鴻海兆豐12購01
/035533,金像電兆豐0C購02
/035534,聯發科兆豐0B購04
/035535,華新科兆豐0B購01
/035536,南電兆豐13購01
/035537,儒鴻統一0B購02
/035538,儒鴻統一0C購02
/035539,聚陽統一0B購05
/035540,台玻統一0C購04
/035541,東鋼統一0B購04
/035542,聯電統一0B購12
/035543,聯電統一0C購08
/035544,國巨統一0B購07
/035545,國巨統一0C購02
/035546,光罩統一0C購04
/035547,華邦電統一0B購06
/035548,金像電統一12購01
/035549,友達統一0B購14
/035550,友達統一0B購15
/035551,華新科統一0B購03
/035552,裕民統一0C購04
/035553,聯詠統一0B購08
/035554,欣興統一0B購05
/035555,欣興統一0B購06
/035556,玉晶光統一0C購03
/035557,創意統一0B購06
/035558,群創統一0B購17
/035559,群創統一0B購18
/035560,群創統一0B購19
/035561,新唐統一0C購06
/035562,愛普統一0C購02
/035563,愛普統一13購01
/035564,愛普統一14購01
/035565,愛普統一14購02
/035566,中石化元富12購03
/035567,旺宏元富0C購02
/035568,佳世達元富0C購02
/035569,廣達元富0B購01
/035570,聯發科元富12購11
/035571,裕民元富13購01
/035572,裕民元富13購02
/035573,長榮航元富12購01
/035574,聯詠元富12購01
/035575,欣興元富12購03
/035576,玉晶光元富13購03
/035577,國泰金康和0B購02
/035578,台灣50元大0B購12
/035579,台灣50元大0B購13
/035580,台灣50元大0B購14
/035581,上証2X元大0C購04
/035582,滬深2X元大0C購08
/035583,滬深2X元大0C購09
/035584,中石化元大0B購05
/035585,中鋼元大0B購12
/035586,中鋼元大0B購13
/035587,中鋼元大0C購04
/035588,東鋼元大0C購03
/035589,允強元大0B購03
/035590,泰豐元大0B購02
/035591,聯電元大0B購06
/035592,聯電元大0C購10
/035593,國巨元大0B購17
/035594,國巨元大0C購12
/035595,華邦電元大0C購05
/035596,華邦電元大0C購06
/035597,聯發科元大0B購13
/035598,聯發科元大0B購14
/035599,裕民元大0B購07
/035600,中壽元大0B購01
/035601,富邦金元大0B購07
/035602,開發金元大0C購01
/035603,奇鋐元大0B購02
/035604,欣興元大0B購05
/035605,欣興元大0B購06
/035606,玉晶光元大0B購05
/035607,玉晶光元大0C購05
/035608,群創元大0B購16
/035609,群創元大0B購17
/035610,世紀鋼元大12購01
/035611,T50反1國票0C購02
/035612,T50反1國票12購01
/035613,T50反1國票12購02
/035614,T50反1國票13購01
/035615,台聚國票0C購02
/035616,亞聚國票0C購02
/035617,聯成國票0C購01
/035618,中興電國票0C購01
/035619,台玻國票0C購05
/035620,榮成國票0C購01
/035621,光罩國票0C購03
/035622,智邦國票0C購02
/035623,佳世達國票0C購01
/035624,凌陽國票0C購02
/035625,裕民國票0C購04
/035626,智原國票0C購02
/035627,和鑫國票0B購01
/035628,同欣電國票0C購01
/035629,南電國票0C購01
/035630,臺股指國票0B購18
/035631,臺股指國票0B購19
/035632,臺股指國票0B購20
/035633,臺股指國票0C購01
/035634,中鋼富邦13購03
/035635,鴻海富邦13購03
/035636,華邦電富邦12購01
/035637,南亞科富邦13購01
/035638,玉晶光富邦13購01
/035639,群創富邦13購01
/035640,愛普富邦0C購01
/035641,高股息中信12購01
/035642,上証2X中信0C購01
/035643,滬深2X中信12購01
/035644,旺宏群益0C購07
/035645,華邦電群益0B購12
/035646,祥碩群益0B購04
/035647,瀚宇博群益0C購01
/035648,南六群益0B購01
/035649,台積電兆豐0B購05
/035650,國泰金兆豐12購01
/035651,亞光兆豐12購01
/035652,晶技兆豐0C購01
/035653,大亞國泰12購01
/035654,大成鋼國泰12購01
/035655,新光鋼國泰12購01
/035656,廣宇國泰12購01
/035657,光罩國泰12購01
/035658,友達國泰12購02
/035659,祥碩國泰12購01
/035660,台表科國泰12購01
/035661,愛普國泰12購01
/035662,愛普國泰12購02
/035663,燁輝統一13購01
/035664,聯電統一0B購13
/035665,旺宏統一0C購01
/035666,華邦電統一0B購07
/035667,南亞科統一0C購05
/035668,裕民統一13購02
/035669,祥碩統一0C購04
/035670,愛普統一0B購01
/035671,愛普統一12購01
/035672,南紡第一15購01
/035673,聯發科第一15購05
/035674,裕民第一15購01
/035675,東鋼永豐0B購01
/035676,微星永豐0B購02
/035677,瑞昱永豐0B購01
/035678,晶技永豐0B購02
/035679,祥碩永豐0B購02
/035680,惠特永豐0B購01
/035681,上証2X凱基12購02
/035682,滬深2X凱基12購02
/035683,鴻海凱基0C購05
/035684,光罩凱基0C購01
/035685,瑞昱凱基0B購03
/035686,晶技凱基0B購04
/035687,玉晶光凱基0C購03
/035688,玉晶光凱基12購02
/035689,群創凱基13購02
/035690,TPK凱基0B購01
/035691,泰鼎凱基0C購01
/035692,祥碩凱基0B購02
/035693,南六凱基0B購01
/035694,世紀鋼凱基0B購02
/035695,T50正2元大0C購01
/035696,台灣5G元大0C購01
/035697,台灣5G元大0C購02
/035698,華夏元大0B購04
/035699,亞聚元大0B購04
/035700,聯成元大0B購04
/035701,聯成元大0B購05
/035702,永豐餘元大0B購03
/035703,中鋼元大0B購14
/035704,中鋼元大0C購05
/035705,東鋼元大0B購06
/035706,大成鋼元大0B購15
/035707,大成鋼元大0B購16
/035708,台橡元大0B購03
/035709,鴻海元大0B購13
/035710,鴻海元大0C購15
/035711,鴻海元大13購01
/035712,智邦元大13購01
/035713,順德元大0B購01
/035714,友達元大0B購15
/035715,友達元大0B購16
/035716,聯發科元大0B購15
/035717,聯發科元大13購01
/035718,富邦金元大0B購08
/035719,欣興元大0B購07
/035720,欣興元大0B購08
/035721,玉晶光元大0B購06
/035722,群創元大0B購19
/035723,群創元大0B購20
/035724,華擎元大0B購03
/035725,健策元大0B購06
/035726,健策元大12購01
/035727,祥碩元大0B購04
/035728,台表科元大0B購04
/035729,南六元大0B購01
/035730,愛普元大0C購02
/035731,愛普元大13購02
/035732,儒鴻國票0B購02
/035733,中鋼國票0C購07
/035734,大成鋼國票0C購05
/035735,鴻海國票12購03
/035736,精英國票0C購01
/035737,華邦電國票0C購02
/035738,國泰金國票0C購05
/035739,亞光國票0B購01
/035740,華晶科國票0C購03
/035741,國光生國票0C購01
/035742,晶碩國票0C購02
/035743,愛普國票0B購01
/035744,愛普國票0B購02
/035745,愛普國票0C購01
/035746,愛普國票0C購02
/035747,滬深2X元富13購01
/035748,滬深2X元富15購02
/035749,台聚元富13購01
/035750,中興電元富0B購02
/035751,和桐元富13購01
/035752,中鋼元富0B購07
/035753,瑞昱元富12購01
/035754,裕民元富13購03
/035755,裕民元富13購04
/035756,開發金元富13購02
/035757,嘉晶元富13購01
/035758,聯詠元富0C購03
/035759,健鼎元富13購01
/035760,景碩元富13購01
/035761,玉晶光元富13購04
/035762,國光生元富13購01
/035763,正文元富13購01
/035764,茂林元富0B購01
/035765,祥碩元富0B購01
/035766,精成科元富13購01
/035767,聯茂元富13購01
/035768,樺漢元富13購01
/035769,訊芯元富13購01
/035770,GIS元富15購01
/035771,威鋒電元富13購01
/035772,潤泰新元富13購01
/035773,上証2X富邦13購01
/035774,大成鋼富邦0C購05
/035775,上銀富邦0C購01
/035776,聯電富邦12購02
/035777,金像電富邦0B購01
/035778,宏達電富邦0C購01
/035779,健策富邦0C購02
/035780,新唐富邦0C購01
/035781,嘉聯益富邦0C購01
/035782,世紀鋼富邦0C購01
/035783,華碩國泰12購01
/035784,裕民國泰12購01
/035785,裕民國泰13購01
/035786,長榮航國泰12購01
/035787,大立光國泰13購01
/035788,嘉澤國泰12購01
/035789,惠特國泰12購01
/035790,威鋒電國泰12購01
/035791,華通中信0B購01
/035792,南亞永豐0B購01
/035793,台船永豐0B購01
/035794,技嘉永豐0B購02
/035795,全新永豐0B購01
/035796,長榮航永豐0B購03
/035797,台表科永豐0B購01
/035798,聯電第一15購04
/035799,鴻海第一15購02
/035800,道瓊反凱基12購01
/035801,中鋼凱基12購04
/035802,威致凱基0B購01
/035803,台橡凱基0B購01
/035804,台船凱基12購01
/035805,台船凱基13購01
/035806,聯電凱基13購03
/035807,國巨凱基0B購10
/035808,微星凱基0B購01
/035809,強茂凱基0B購01
/035810,裕民凱基13購01
/035811,榮運凱基13購01
/035812,長榮航凱基0B購04
/035813,台驊控凱基13購02
/035814,聯陽凱基0B購02
/035815,同欣電凱基0B購01
/035816,台表科凱基11購02
/035817,微星兆豐0B購01
/035818,奇鋐兆豐11購01
/035819,京鼎兆豐11購01
/035820,力鵬元大0B購02
/035821,儒鴻元大0B購03
/035822,儒鴻元大11購01
/035823,聚陽元大0B購03
/035824,華新元大0B購09
/035825,大亞元大0B購08
/035826,中鋼元大0B購16
/035827,中鋼元大12購05
/035828,東鋼元大0B購07
/035829,威致元大0B購01
/035830,威致元大12購01
/035831,聯電元大0B購07
/035832,聯電元大0B購08
/035833,鴻海元大0B購14
/035834,鴻海元大0B購15
/035835,技嘉元大0B購03
/035836,技嘉元大11購03
/035837,凌陽元大0B購01
/035838,聯發科元大0B購16
/035839,聯發科元大0B購17
/035840,台驊控元大0B購02
/035841,富邦金元大0B購09
/035842,富邦金元大0B購10
/035843,奇鋐元大0B購03
/035844,奇鋐元大0B購04
/035845,智原元大0B購06
/035846,群創元大0B購21
/035847,群創元大11購03
/035848,儒鴻統一0B購03
/035849,聚陽統一0B購06
/035850,燁輝統一0B購04
/035851,新光鋼統一0B購03
/035852,鴻海統一13購06
/035853,國巨統一0B購08
/035854,欣興統一11購04
/035855,祥碩統一13購01
/035856,寶成統一0B購01
/035857,華新科台新0B購01
/035858,群創台新0B購01
/035859,上証2X元富11購01
/035860,國喬元富13購01
/035861,國喬元富13購02
/035862,中石化元富13購01
/035863,新光鋼元富0B購01
/035864,新光鋼元富0B購02
/035865,聯發科元富13購01
/035866,義隆元富0B購03
/035867,裕民元富13購05
/035868,裕民元富13購06
/035869,長榮航元富13購01
/035870,亞光元富13購01
/035871,健策元富0B購02
/035872,台郡元富13購01
/035873,上証2X群益0B購04
/035874,滬深2X群益0B購03
/035875,華新群益0B購04
/035876,長榮航群益11購01
/035877,長榮航群益12購01
/035878,國泰金群益0B購03
/035879,聯詠群益11購03
/035880,玉晶光群益11購03
/035881,群創群益0B購15
/035882,國光生群益0B購01
/035883,聚陽國票11購01
/035884,永豐餘國票11購01
/035885,東鋼國票11購02
/035886,南亞科國票11購01
/035887,台驊控國票11購01
/035888,聯陽國票11購01
/035889,新唐國票11購01
/035890,祥碩國票0B購03
/035891,祥碩國票11購01
/035892,祥碩國票12購01
/035893,台玻中信12購01
/035894,台玻國泰12購01
/035895,允強國泰12購01
/035896,京元電國泰12購01
/035897,宏達電國泰12購01
/035898,奇鋐國泰12購01
/035899,晶技國泰12購01
/035900,新唐國泰12購01
/035901,中鋼群益11購03
/035902,大成鋼群益12購01
/035903,友達群益0C購01
/035904,強茂群益11購01
/035905,奇鋐群益0C購01
/035906,亞光群益12購01
/035907,和碩群益0C購01
/035908,GIS群益0C購01
/035909,美時永豐0C購01
/035910,中鋼永豐0C購01
/035911,上銀永豐0C購01
/035912,聯電永豐0C購02
/035913,國巨永豐0C購01
/035914,華邦電永豐0C購01
/035915,宏碁永豐0C購01
/035916,友達永豐0C購01
/035917,中鋼統一0C購15
/035918,大成鋼統一0C購07
/035919,華邦電統一0C購05
/035920,順德統一11購01
/035921,友達統一12購02
/035922,新唐統一11購01
/035923,台表科統一12購01
/035924,上証2X元富11購02
/035925,華通元富13購01
/035926,緯穎元富0C購01
/035927,南電元富0C購01
/035928,中鋼康和0C購01
/035929,義隆康和0C購01
/035930,聯成凱基0C購01
/035931,永光凱基0C購01
/035932,燁輝凱基0C購02
/035933,大成鋼凱基11購03
/035934,鴻海凱基0C購07
/035935,台積電凱基16購01
/035936,旺宏凱基0C購02
/035937,全新凱基0C購02
/035938,台驊控凱基13購03
/035939,新光金凱基11購01
/035940,奇鋐凱基11購01
/035941,欣興凱基0C購04
/035942,群創凱基13購03
/035943,晶相光凱基13購01
/035944,聯德凱基0C購02
/035945,新唐凱基11購02
/035946,臻鼎凱基0C購02
/035947,松翰凱基0C購02
/035948,寶成凱基0C購01
/035949,T50反1元大11購10
/035950,臺指反元大11購11
/035951,臺指反元大11購12
/035952,中石化元大0C購03
/035953,儒鴻元大0C購02
/035954,聚陽元大12購01
/035955,中鋼元大0C購06
/035956,中鋼元大0C購07
/035957,東鋼元大0C購04
/035958,大成鋼元大0C購05
/035959,新光鋼元大0C購04
/035960,鴻海元大0C購16
/035961,鴻海元大0C購17
/035962,國巨元大11購05
/035963,台積電元大0C購14
/035964,台積電元大0C購15
/035965,華邦電元大0C購07
/035966,華邦電元大0C購08
/035967,友達元大0C購13
/035968,友達元大13購01
/035969,群創元大11購04
/035970,群創元大12購06
/035971,晶碩元大0C購03
/035972,愛普元大0C購03
/035973,愛普元大0C購04
/035974,緯穎元大0C購01
/035975,緯穎元大13購01
/035976,惠特元大0C購01
/035977,台玻麥證0C購01
/035978,大成鋼麥證0C購02
/035979,宏碁麥證0C購01
/035980,裕民麥證0C購02
/035981,臺股指麥證11購02
/035982,美時國票11購01
/035983,燁輝國票11購01
/035984,新光鋼國票11購01
/035985,上銀國票11購01
/035986,光磊國票11購01
/035987,東森國票11購01
/035988,新唐國票11購02
/035989,GIS國票11購01
/035990,上証2X國泰12購01
/035991,台聚國泰12購01
/035992,聯電國泰12購01
/035993,聯詠國泰12購01
/035994,智原國泰12購01
/035995,緯穎國泰12購01
/035996,燁輝永豐0C購01
/035997,大成鋼永豐0C購01
/035998,景碩永豐0C購01
/035999,群創永豐0C購01
/036000,康控永豐0C購01
/036001,南電永豐0C購01
/036002,SGBR2X凱基11購01
/036003,SGBR2X凱基13購01
/036004,台玻凱基0C購04
/036005,東鋼凱基0C購03
/036006,大成鋼凱基13購04
/036007,上銀凱基11購01
/036008,台達電凱基11購01
/036009,鴻海凱基11購04
/036010,國巨凱基0C購04
/036011,友達凱基0C購05
/036012,聯詠凱基11購02
/036013,健策凱基0C購01
/036014,矽創凱基0C購02
/036015,矽創凱基11購01
/036016,南電凱基0C購02
/036017,臺股指凱基0C購33
/036018,中鋼統一0C購16
/036019,中鋼統一11購07
/036020,中鋼統一12購04
/036021,東鋼統一0C購07
/036022,大成鋼統一12購03
/036023,大成鋼統一12購04
/036024,新光鋼統一11購03
/036025,允強統一0C購03
/036026,鴻海統一0C購06
/036027,鴻海統一0C購07
/036028,台積電統一0C購11
/036029,華邦電統一12購01
/036030,順德統一12購01
/036031,聯發科統一0C購07
/036032,聯發科統一0C購08
/036033,聯發科統一12購01
/036034,全新統一12購01
/036035,大毅統一12購01
/036036,裕民統一12購02
/036037,長榮航統一0C購06
/036038,長榮航統一0C購07
/036039,元大金統一11購01
/036040,南電統一0C購02
/036041,臺股指統一0C購04
/036042,華邦電元富13購01
/036043,長榮航元富13購02
/036044,信邦元富0C購01
/036045,新唐元富0C購01
/036046,愛普元富0C購01
/036047,矽創元富13購01
/036048,矽創元富13購02
/036049,寶成元富0C購01
/036050,國巨康和11購01
/036051,友達康和11購01
/036052,裕民康和11購01
/036053,群創康和11購01
/036054,台積電麥證0C購05
/036055,台積電麥證11購04
/036056,和桐群益11購01
/036057,大成鋼群益12購02
/036058,大成鋼群益13購01
/036059,允強群益0C購01
/036060,鴻海群益11購01
/036061,順德群益11購01
/036062,台光電群益11購01
/036063,友達群益0C購02
/036064,友達群益0C購03
/036065,聯發科群益0C購07
/036066,華新科群益11購01
/036067,大立光群益12購02
/036068,聯詠群益12購01
/036069,群創群益12購02
/036070,貿聯群益0C購01
/036071,日月光群益12購01
/036072,康控群益0C購01
/036073,矽創群益0C購01
/036074,臺股指群益0C購01
/036075,上証2X元大0C購05
/036076,上証2X元大0C購06
/036077,華夏元大11購01
/036078,台達化元大12購01
/036079,國喬元大0C購04
/036080,國喬元大0C購05
/036081,亞德客元大0C購01
/036082,燁輝元大0C購04
/036083,燁輝元大11購03
/036084,燁輝元大12購02
/036085,金像電元大0C購02
/036086,金像電元大0C購03
/036087,威盛元大0C購01
/036088,長榮航元大0C購04
/036089,長榮航元大12購01
/036090,國泰金元大0C購04
/036091,大立光元大0C購09
/036092,大立光元大11購02
/036093,大立光元大12購01
/036094,創意元大11購01
/036095,晶相光元大0C購02
/036096,上緯控元大0C購02
/036097,新唐元大0C購02
/036098,新唐元大0C購03
/036099,新唐元大13購01
/036100,台表科元大0C購01
/036101,台表科元大0C購02
/036102,惠特元大0C購02
/036103,致新元大0C購02
/036104,致新元大11購01
/036105,臺股指元大0C購35
/036106,臺股指元大0C購36
/036107,臺股指元大0C購37
/036108,中鋼國泰12購01
/036109,凌陽國泰12購01
/036110,友達國泰12購03
/036111,亞光國泰12購01
/036112,同欣電國泰12購01
/036113,愛普中信11購02
/036114,中石化群益12購01
/036115,台玻群益12購01
/036116,中鋼群益12購01
/036117,國巨群益0C購02
/036118,智邦群益0C購01
/036119,群光群益11購01
/036120,聯發科群益0C購08
/036121,嘉晶群益0C購01
/036122,群創群益11購07
/036123,群創群益12購03
/036124,嘉澤群益12購01
/036125,安集群益0C購01
/036126,矽創群益0C購02
/036127,中鋼凱基0C購06
/036128,威致凱基12購01
/036129,為升凱基0C購01
/036130,宏碁凱基11購02
/036131,鴻準凱基0C購01
/036132,友達凱基14購01
/036133,健和興凱基11購01
/036134,群創凱基14購01
/036135,康控凱基0C購01
/036136,愛普凱基11購03
/036137,聯電兆豐12購01
/036138,國巨兆豐11購02
/036139,愛普兆豐11購01
/036140,矽創兆豐11購01
/036141,台積電富邦14購02
/036142,金像電富邦11購01
/036143,滬深2X元大11購04
/036144,台玻元大0C購02
/036145,台玻元大0C購03
/036146,大成鋼元大0C購06
/036147,允強元大12購01
/036148,台達電元大12購01
/036149,國巨元大0C購13
/036150,國巨元大0C購14
/036151,台積電元大0C購17
/036152,台積電元大0C購18
/036153,旺宏元大0C購04
/036154,友達元大0C購14
/036155,友達元大0C購15
/036156,聯發科元大14購01
/036157,新光金元大0C購01
/036158,新光金元大12購03
/036159,聯詠元大0C購07
/036160,晶技元大0C購03
/036161,GIS元大0C購02
/036162,GIS元大0C購03
/036163,緯穎元大0C購02
/036164,寶成元大11購01
/036165,嘉聯益元富0C購01
/036166,同欣電元富11購01
/036167,惠特元富0C購02
/036168,威鋒電元富13購02
/036169,國喬麥證11購01
/036170,中石化麥證11購01
/036171,華新麥證11購01
/036172,中鋼麥證0C購03
/036173,大成鋼麥證0C購03
/036174,南亞科麥證0C購01
/036175,友達麥證12購01
/036176,聯發科麥證13購01
/036177,聯發科麥證13購02
/036178,群創麥證11購02
/036179,臺股指麥證0C購07
/036180,華通永豐0C購01
/036181,正崴永豐0C購01
/036182,聯陽永豐0C購01
/036183,玉晶光永豐0C購01
/036184,京鼎永豐0C購01
/036185,燁輝統一12購01
/036186,大成鋼統一0C購08
/036187,大成鋼統一12購05
/036188,旺宏統一11購01
/036189,技嘉統一12購01
/036190,友達統一0C購09
/036191,友達統一12購03
/036192,華新科統一0C購02
/036193,裕民統一0C購05
/036194,長榮航統一12購01
/036195,王品統一12購01
/036196,聯詠統一0C購06
/036197,聯詠統一0C購07
/036198,晶技統一0C購02
/036199,群創統一0C購14
/036200,群創統一12購02
/036201,臻鼎統一12購01
/036202,帆宣統一12購01
/036203,瑞祺統一12購01
/036204,矽創統一12購01
/036205,矽創統一12購02
/036206,矽創統一12購03
/036207,南電統一12購01
/036208,台達電台新0C購01
/036209,鴻海台新0C購01
/036210,友達台新0C購01
/036211,國喬國泰12購01
/036212,永豐餘國泰12購01
/036213,燁輝國泰12購01
/036214,大成鋼國泰12購02
/036215,大成鋼國泰14購01
/036216,大立光國泰12購01
/036217,大立光國泰12購02
/036218,群創國泰12購01
/036219,晶相光國泰12購01
/036220,中石化中信11購01
/036221,大成鋼中信0C購01
/036222,友達中信12購01
/036223,裕民中信12購01
/036224,聯詠中信0C購01
/036225,晶碩中信11購01
/036226,中石化永豐0C購01
/036227,台玻永豐0C購01
/036228,東鋼永豐0C購01
/036229,台橡永豐0C購01
/036230,超豐永豐0C購01
/036231,裕民永豐0C購01
/036232,大立光兆豐11購01
/036233,台聚第一16購01
/036234,亞聚第一16購01
/036235,永豐餘第一16購01
/036236,群創第一16購01
/036237,臺指反凱基12購01
/036238,台聚凱基0C購03
/036239,亞聚凱基0C購01
/036240,中石化凱基0C購02
/036241,永豐餘凱基11購01
/036242,東鋼凱基0C購04
/036243,鴻海凱基12購04
/036244,華邦電凱基0C購04
/036245,順德凱基0C購01
/036246,金像電凱基0C購03
/036247,南亞科凱基11購02
/036248,聯發科凱基0C購08
/036249,大立光凱基0C購04
/036250,晶技凱基11購01
/036251,景碩凱基0C購01
/036252,京鼎凱基0C購01
/036253,同欣電凱基11購01
/036254,晶碩凱基11購01
/036255,南電凱基12購02
/036256,A50正2群益0C購01
/036257,國喬群益0C購01
/036258,聯成群益0C購01
/036259,正隆群益0C購01
/036260,永豐餘群益12購01
/036261,榮成群益0C購01
/036262,中鋼群益12購02
/036263,台積電群益11購03
/036264,敬鵬群益0C購01
/036265,金像電群益13購01
/036266,群光群益0C購01
/036267,康控群益0C購02
/036268,臺股指群益0C購03
/036269,元石油元大0C購02
/036270,元石油元大0C購03
/036271,SGBR2X元大0C購03
/036272,中石化元大0C購04
/036273,台玻元大0C購04
/036274,榮成元大0C購02
/036275,中鋼元大0C購08
/036276,中鋼元大12購06
/036277,大成鋼元大0C購07
/036278,大成鋼元大0C購08
/036279,威致元大0C購01
/036280,威致元大11購01
/036281,威致元大13購01
/036282,鴻海元大0C購18
/036283,鴻海元大13購02
